"true_lambda","true_eta0","r0_seed","replicate","seed","fit_type","selected_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lambda_boundary","lower_bound","elbo_gain_over_oracle","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.01,10000,3,3,100044,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2466.83272340857,0,2,1,1,TRUE,0.65607605316286,0.637059042346971,TRUE,10,0.242999999999938,"346, 431"
0.01,10000,3,4,100045,"joint_lambda_eta0",0.01,2242.40814294106,-1.49503474078139,0,"interior","interior",2446.09545712937,0,2,1,1,TRUE,0.989191217289618,0.978382434579237,TRUE,77,0.591000000000008,"214, 324"
0.01,10000,3,4,100045,"oracle_lambda",0.01,2242.40814294106,-1.49503474078139,0,"interior","interior",2446.09545712937,0,2,1,1,TRUE,0.989191217289618,0.978382434579237,TRUE,77,0.591000000000008,"214, 324"
0.01,10000,3,5,100046,"joint_lambda_eta0",0.01,20000,0.693147180559944,0,"upper","interior",2484.6761362523,0,1,1,0.5,FALSE,0.519970418800838,0.116692955347791,TRUE,11,0.177000000000021,"311, 457"
0.01,10000,3,5,100046,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2484.6761362523,0,1,1,0.5,FALSE,0.519970418800838,0.116692955347791,TRUE,11,0.177000000000021,"311, 457"
0.01,20,4,1,100047,"joint_lambda_eta0",0.02,41.9266672607926,0.740189801063856,0.693147180559945,"interior","interior",2019.92201094862,5.60625681676424,1,1,0.5,FALSE,0.269264887471513,0.00792183299842375,TRUE,62,0.244000000000028,"331, 385"
0.01,20,4,1,100047,"oracle_lambda",0.01,24.1902839152732,0.190218787885105,0,"interior","interior",2014.31575413185,0,1,1,0.5,FALSE,0.181033973147482,0.00797615825957998,TRUE,81,0.341000000000008,"331, 385"
0.01,20,4,2,100048,"joint_lambda_eta0",0.015,20.6447152466678,0.0317270928416562,0.405465108108164,"interior","interior",1872.54530523422,1.76512105112738,1,1,0.5,FALSE,0.504048633397917,0.00810730352517552,TRUE,75,0.317999999999984,"69, 437"
0.01,20,4,2,100048,"oracle_lambda",0.01,16.0435139454296,-0.22042762120422,0,"interior","interior",1870.78018418309,0,1,1,0.5,FALSE,0.503962373273767,0.00801103690314597,TRUE,92,0.40199999999993,"69, 437"
0.01,20,4,3,100049,"joint_lambda_eta0",0.015,2.59364501200487,-2.04266804667568,0.405465108108164,"interior","interior",1705.5900840253,4.56357743630292,0,0,0,FALSE,0.0245867140645618,0.0236203449357681,TRUE,117,0.58299999999997,"92, 109"
0.01,20,4,3,100049,"oracle_lambda",0.01,2,-2.30258509299405,0,"lower","interior",1701.026506589,0,0,0,0,FALSE,0.0207011310265893,0.0202594463285968,TRUE,116,0.511000000000081,"92, 109"
0.01,20,4,4,100050,"joint_lambda_eta0",0.015,11.7158341317518,-0.534791002101506,0.405465108108164,"interior","interior",1860.55612487916,0.115019748363011,0,0,0,FALSE,0.371997836001093,0.0102166008776408,TRUE,255,1.19600000000003,"194, 481"
0.01,20,4,4,100050,"oracle_lambda",0.01,2.42428825652275,-2.11019429470967,0,"interior","interior",1860.4411051308,0,0,0,0,FALSE,0.0256187035037642,0.0228232649567399,TRUE,128,0.541000000000054,"194, 481"
0.01,20,4,5,100051,"joint_lambda_eta0",0.01,11.9295296549713,-0.516715463621927,0,"interior","interior",1873.03667512033,0,0,0,0,FALSE,0.154067718436926,0.0246860489728551,TRUE,105,0.541000000000054,"192, 333"
0.01,20,4,5,100051,"oracle_lambda",0.01,11.9295296549713,-0.516715463621927,0,"interior","interior",1873.03667512033,0,0,0,0,FALSE,0.154067718436926,0.0246860489728551,TRUE,105,0.541000000000054,"192, 333"
0.01,43,4,1,100052,"joint_lambda_eta0",0.015,31.6906383725054,-0.305178797905036,0.405465108108164,"interior","interior",2046.17117442,2.97392048254005,0,0,0,FALSE,0.480190302539346,0.01374724080425,TRUE,36,0.158000000000015,"112, 361"
0.01,43,4,1,100052,"oracle_lambda",0.01,23.0607887880176,-0.623066395539238,0,"interior","interior",2043.19725393746,0,0,0,0,FALSE,0.449881369184986,0.0186839808654512,TRUE,65,0.256999999999948,"112, 361"
0.01,43,4,2,100053,"joint_lambda_eta0",0.015,30.4193562447053,-0.346120991324823,0.405465108108164,"interior","interior",1993.43554205656,3.00139931197282,1,1,0.5,FALSE,0.180309811034165,0.00910849551190474,TRUE,45,0.185000000000059,"68, 403"
0.01,43,4,2,100053,"oracle_lambda",0.01,22.9556163211511,-0.627637489250169,0,"interior","interior",1990.43414274458,0,1,1,0.5,FALSE,0.180145159331997,0.00831846087875121,TRUE,67,0.296000000000049,"68, 403"
0.01,43,4,3,100054,"joint_lambda_eta0",0.01,25.4906593964274,-0.522888028812066,0,"interior","interior",2012.66361412886,0,1,1,0.5,FALSE,0.172163708341608,0.0102649426053609,TRUE,58,0.230000000000018,"152, 333"
0.01,43,4,3,100054,"oracle_lambda",0.01,25.4906593964274,-0.522888028812066,0,"interior","interior",2012.66361412886,0,1,1,0.5,FALSE,0.172163708341608,0.0102649426053609,TRUE,58,0.230000000000018,"152, 333"
0.01,43,4,4,100055,"joint_lambda_eta0",0.015,30.3922256771798,-0.347013274290275,0.405465108108164,"interior","interior",2005.28327398499,0.809323773901497,1,1,0.5,FALSE,0.504536171610569,0.00915687066585336,TRUE,61,0.240999999999985,"109, 421"
0.01,43,4,4,100055,"oracle_lambda",0.01,23.3034094584586,-0.612600437137695,0,"interior","interior",2004.47395021109,0,1,1,0.5,FALSE,0.504021303032228,0.00846081417046374,TRUE,73,0.316000000000031,"109, 421"
0.01,43,4,5,100056,"joint_lambda_eta0",0.02,50.8398692841349,0.167480759501941,0.693147180559945,"interior","interior",1969.33710696773,3.14402840111984,2,1,1,TRUE,0.239393042921436,0.217843351600623,TRUE,97,0.394999999999982,"29, 79"
0.01,43,4,5,100056,"oracle_lambda",0.01,18.0562271079008,-0.867709498283307,0,"interior","interior",1966.19307856661,0,1,1,0.5,FALSE,0.168912473160022,0.00881245357996019,TRUE,62,0.245000000000005,"29, 79"
0.01,95,4,1,100057,"joint_lambda_eta0",0.01,99.5074364856346,0.0463554883203114,0,"interior","interior",2199.40067381299,0,2,1,1,TRUE,0.597972059946918,0.203673437164214,TRUE,70,0.302999999999997,"36, 205"
0.01,95,4,1,100057,"oracle_lambda",0.01,99.5074364856346,0.0463554883203114,0,"interior","interior",2199.40067381299,0,2,1,1,TRUE,0.597972059946918,0.203673437164214,TRUE,70,0.302999999999997,"36, 205"
0.01,95,4,2,100058,"joint_lambda_eta0",0.01,40.7680165398679,-0.845979025943803,0,"interior","interior",2106.50654122342,0,1,1,0.5,FALSE,0.12406071792711,0.00952882941501643,TRUE,64,0.313999999999965,"60, 87"
0.01,95,4,2,100058,"oracle_lambda",0.01,40.7680165398679,-0.845979025943803,0,"interior","interior",2106.50654122342,0,1,1,0.5,FALSE,0.12406071792711,0.00952882941501643,TRUE,64,0.313999999999965,"60, 87"
0.01,95,4,3,100059,"joint_lambda_eta0",0.01,66.7245542608435,-0.353303876574402,0,"interior","interior",2173.28563318279,0,1,1,0.5,FALSE,0.505931921968347,0.0118638444237635,TRUE,27,0.0919999999999845,"171, 339"
0.01,95,4,3,100059,"oracle_lambda",0.01,66.7245542608435,-0.353303876574402,0,"interior","interior",2173.28563318279,0,1,1,0.5,FALSE,0.505931921968347,0.0118638444237635,TRUE,27,0.0919999999999845,"171, 339"
0.01,95,4,4,100060,"joint_lambda_eta0",0.015,84.9893818273491,-0.111350562591583,0.405465108108164,"interior","interior",2208.30740340351,0.106713339519956,1,1,0.5,FALSE,0.496141198424222,0.0370071186150747,TRUE,34,0.153999999999996,"270, 365"
0.01,95,4,4,100060,"oracle_lambda",0.01,55.0379075601584,-0.545854715410344,0,"interior","interior",2208.20069006399,0,1,1,0.5,FALSE,0.462455993891972,0.0124605368294877,TRUE,27,0.0919999999999845,"270, 365"
0.01,95,4,5,100061,"joint_lambda_eta0",0.015,157.49807300741,0.505536331716713,0.405465108108164,"interior","interior",2235.37472619062,3.12051261509623,1,1,0.5,FALSE,0.379098162509729,0.0193671406340962,TRUE,18,0.0599999999999454,"40, 391"
0.01,95,4,5,100061,"oracle_lambda",0.01,106.474391042476,0.114027604938814,0,"interior","interior",2232.25421357552,0,1,1,0.5,FALSE,0.353122992623844,0.00990640447280777,TRUE,63,0.242999999999938,"40, 391"
0.01,206,4,1,100062,"joint_lambda_eta0",0.01,133.334119341296,-0.435018015307365,0,"interior","interior",2285.79280279982,0,1,1,0.5,FALSE,0.505678237351826,0.01135690315183,TRUE,18,0.0620000000000118,"251, 474"
0.01,206,4,1,100062,"oracle_lambda",0.01,133.334119341296,-0.435018015307365,0,"interior","interior",2285.79280279982,0,1,1,0.5,FALSE,0.505678237351826,0.01135690315183,TRUE,18,0.0620000000000118,"251, 474"
0.01,206,4,2,100063,"joint_lambda_eta0",0.01,121.063482598082,-0.531561111202378,0,"interior","interior",2208.57373272163,0,2,1,1,TRUE,0.605894189123153,0.213365768198277,TRUE,95,0.389999999999986,"325, 412"
0.01,206,4,2,100063,"oracle_lambda",0.01,121.063482598082,-0.531561111202378,0,"interior","interior",2208.57373272163,0,2,1,1,TRUE,0.605894189123153,0.213365768198277,TRUE,95,0.389999999999986,"325, 412"
0.01,206,4,3,100064,"joint_lambda_eta0",0.01,165.573846159049,-0.218458873133449,0,"interior","interior",2285.29320544748,0,1,1,0.5,FALSE,0.505699299070864,0.0113985981418274,TRUE,58,0.230999999999995,"187, 203"
0.01,206,4,3,100064,"oracle_lambda",0.01,165.573846159049,-0.218458873133449,0,"interior","interior",2285.29320544748,0,1,1,0.5,FALSE,0.505699299070864,0.0113985981418274,TRUE,58,0.230999999999995,"187, 203"
0.01,206,4,4,100065,"joint_lambda_eta0",0.015,217.222094985037,0.0530441405468594,0.405465108108164,"interior","interior",2244.06665148413,0.224515690671069,2,1,1,TRUE,0.527770137540805,0.0555402774450537,TRUE,23,0.0760000000000218,"38, 362"
0.01,206,4,4,100065,"oracle_lambda",0.01,143.161914347029,-0.363899910900771,0,"interior","interior",2243.84213579345,0,2,1,1,TRUE,0.545932325685832,0.091864707948538,TRUE,41,0.177000000000135,"38, 362"
0.01,206,4,5,100066,"joint_lambda_eta0",0.01,189.634945331689,-0.08277528513067,0,"interior","interior",2308.06706430472,0,1,1,0.5,FALSE,0.314241356484901,0.0959198790781821,TRUE,53,0.214999999999918,"260, 478"
0.01,206,4,5,100066,"oracle_lambda",0.01,189.634945331689,-0.08277528513067,0,"interior","interior",2308.06706430472,0,1,1,0.5,FALSE,0.314241356484901,0.0959198790781821,TRUE,53,0.214999999999918,"260, 478"
0.01,447,4,1,100067,"joint_lambda_eta0",0.01,271.328453924149,-0.499228500521368,0,"interior","interior",2334.40083944513,0,2,1,1,TRUE,0.654068850157697,0.308137700315636,TRUE,14,0.0450000000000728,"310, 411"
0.01,447,4,1,100067,"oracle_lambda",0.01,271.328453924149,-0.499228500521368,0,"interior","interior",2334.40083944513,0,2,1,1,TRUE,0.654068850157697,0.308137700315636,TRUE,14,0.0450000000000728,"310, 411"
0.01,447,4,2,100068,"joint_lambda_eta0",0.01,359.146336667709,-0.218828666151159,0,"interior","interior",2369.36757831153,0,2,1,1,TRUE,0.776423932228669,0.552848210699109,TRUE,48,0.19600000000014,"38, 75"
0.01,447,4,2,100068,"oracle_lambda",0.01,359.146336667709,-0.218828666151159,0,"interior","interior",2369.36757831153,0,2,1,1,TRUE,0.776423932228669,0.552848210699109,TRUE,48,0.19600000000014,"38, 75"
0.01,447,4,3,100069,"joint_lambda_eta0",0.01,336.54074181886,-0.283839377616019,0,"interior","interior",2326.11151000052,0,2,1,1,TRUE,0.880193878082375,0.763734222549947,TRUE,88,0.365999999999985,"131, 356"
0.01,447,4,3,100069,"oracle_lambda",0.01,336.54074181886,-0.283839377616019,0,"interior","interior",2326.11151000052,0,2,1,1,TRUE,0.880193878082375,0.763734222549947,TRUE,88,0.365999999999985,"131, 356"
0.01,447,4,4,100070,"joint_lambda_eta0",0.008,376.272861129767,-0.17224401991854,-0.223143551314211,"interior","interior",2395.53327526735,0.0364323380117639,2,1,1,TRUE,0.999999999824211,0.99999999964949,TRUE,11,0.0359999999998308,"203, 416"
0.01,447,4,4,100070,"oracle_lambda",0.01,541.249787416531,0.191322291939139,0,"interior","interior",2395.49684292934,0,2,1,1,TRUE,0.999999999964697,0.999999999929553,TRUE,15,0.0489999999999782,"203, 416"
0.01,447,4,5,100071,"joint_lambda_eta0",0.01,504.451945805235,0.120913989514053,0,"interior","interior",2382.06892711109,0,2,1,1,TRUE,0.765021892497502,0.670002685558991,TRUE,57,0.229000000000042,"104, 144"
0.01,447,4,5,100071,"oracle_lambda",0.01,504.451945805235,0.120913989514053,0,"interior","interior",2382.06892711109,0,2,1,1,TRUE,0.765021892497502,0.670002685558991,TRUE,57,0.229000000000042,"104, 144"
0.01,972,4,1,100072,"joint_lambda_eta0",0.01,882.973210353334,-0.0960609436674238,0,"interior","interior",2431.7746664448,0,2,1,1,TRUE,0.865825802123567,0.732120234814036,TRUE,75,0.33199999999988,"103, 422"
0.01,972,4,1,100072,"oracle_lambda",0.01,882.973210353334,-0.0960609436674238,0,"interior","interior",2431.7746664448,0,2,1,1,TRUE,0.865825802123567,0.732120234814036,TRUE,75,0.33199999999988,"103, 422"
0.01,972,4,2,100073,"joint_lambda_eta0",0.008,757.159224486721,-0.249782236962576,-0.223143551314211,"interior","interior",2442.73769846497,0.567329264802083,2,1,1,TRUE,0.783413674913662,0.780837089960065,TRUE,74,0.330999999999904,"77, 164"
0.01,972,4,2,100073,"oracle_lambda",0.01,1423.90812491733,0.381804766411309,0,"interior","interior",2442.17036920017,0,2,1,1,TRUE,0.812147910638134,0.809401185144932,TRUE,71,0.319000000000187,"77, 164"
0.01,972,4,3,100074,"joint_lambda_eta0",0.01,1174.49288212376,0.189235939274282,0,"interior","interior",2433.94561350921,0,2,1,1,TRUE,0.590701371724862,0.28708714756534,TRUE,65,0.258000000000038,"9, 377"
0.01,972,4,3,100074,"oracle_lambda",0.01,1174.49288212376,0.189235939274282,0,"interior","interior",2433.94561350921,0,2,1,1,TRUE,0.590701371724862,0.28708714756534,TRUE,65,0.258000000000038,"9, 377"
0.01,972,4,4,100075,"joint_lambda_eta0",0.008,414.814315615003,-0.851524816610423,-0.223143551314211,"interior","interior",2410.79878226773,0.100586064610525,1,1,0.5,FALSE,0.526313043273435,0.0526260870378704,TRUE,25,0.0829999999998563,"15, 263"
0.01,972,4,4,100075,"oracle_lambda",0.01,623.443943955469,-0.444096948826401,0,"interior","interior",2410.69819620312,0,1,1,0.5,FALSE,0.542957412590059,0.0859148252381562,TRUE,18,0.0579999999999927,"15, 263"
0.01,972,4,5,100076,"joint_lambda_eta0",0.01,759.181531202235,-0.247114884117316,0,"interior","interior",2409.97657623908,0,2,1,1,TRUE,0.9999986033629,0.999997206725802,TRUE,67,0.307999999999993,"118, 328"
0.01,972,4,5,100076,"oracle_lambda",0.01,759.181531202235,-0.247114884117316,0,"interior","interior",2409.97657623908,0,2,1,1,TRUE,0.9999986033629,0.999997206725802,TRUE,67,0.307999999999993,"118, 328"
0.01,2115,4,1,100077,"joint_lambda_eta0",0.01,7267.22507987882,1.23431971153108,0,"interior","interior",2472.00596189032,0,1,1,0.5,FALSE,0.854786327702125,0.70957265540426,TRUE,56,0.596000000000004,"15, 227"
0.01,2115,4,1,100077,"oracle_lambda",0.01,7267.22507987882,1.23431971153108,0,"interior","interior",2472.00596189032,0,1,1,0.5,FALSE,0.854786327702125,0.70957265540426,TRUE,56,0.596000000000004,"15, 227"
0.01,2115,4,2,100078,"joint_lambda_eta0",0.01,8657.60353339686,1.40938314353461,0,"interior","interior",2472.80797630494,0,1,1,0.5,FALSE,0.70295203991956,0.542508602592642,TRUE,56,0.532000000000153,"423, 488"
0.01,2115,4,2,100078,"oracle_lambda",0.01,8657.60353339686,1.40938314353461,0,"interior","interior",2472.80797630494,0,1,1,0.5,FALSE,0.70295203991956,0.542508602592642,TRUE,56,0.532000000000153,"423, 488"
0.01,2115,4,3,100079,"joint_lambda_eta0",0.01,3393.57470030067,0.472829037181044,0,"interior","interior",2463.25138342319,0,2,1,1,TRUE,0.792979772339663,0.585959544679325,TRUE,76,0.656999999999925,"25, 400"
0.01,2115,4,3,100079,"oracle_lambda",0.01,3393.57470030067,0.472829037181044,0,"interior","interior",2463.25138342319,0,2,1,1,TRUE,0.792979772339663,0.585959544679325,TRUE,76,0.656999999999925,"25, 400"
0.01,2115,4,4,100080,"joint_lambda_eta0",0.01,4572.62336615174,0.771032268442938,0,"interior","interior",2463.96704686764,0,2,1,1,TRUE,0.999959289484884,0.999918578969772,TRUE,9,0.0539999999998599,"21, 49"
0.01,2115,4,4,100080,"oracle_lambda",0.01,4572.62336615174,0.771032268442938,0,"interior","interior",2463.96704686764,0,2,1,1,TRUE,0.999959289484884,0.999918578969772,TRUE,9,0.0539999999998599,"21, 49"
0.01,2115,4,5,100081,"joint_lambda_eta0",0.008,886.405150531084,-0.869635964887043,-0.223143551314211,"interior","interior",2445.05763433672,0.424367412945685,2,1,1,TRUE,0.887687228572568,0.775374457391289,TRUE,68,0.319000000000187,"68, 173"
0.01,2115,4,5,100081,"oracle_lambda",0.01,1739.13505116034,-0.195666919899782,0,"interior","interior",2444.63326692377,0,2,1,1,TRUE,0.90553352991984,0.811067059868278,TRUE,60,0.25,"68, 173"
0.01,4599,4,1,100082,"joint_lambda_eta0",0.015,20000,1.4698933849962,0.405465108108164,"upper","interior",2451.93364262362,0.133818190862712,2,1,1,TRUE,0.843945923319777,0.688356357131943,TRUE,71,1.34199999999987,"4, 144"
0.01,4599,4,1,100082,"oracle_lambda",0.01,1638.61168670262,-1.03198953773106,0,"interior","interior",2451.79982443275,0,2,1,1,TRUE,0.829277700649368,0.659518945681685,TRUE,79,0.353999999999814,"4, 144"
0.01,4599,4,2,100083,"joint_lambda_eta0",0.01,2461.91041955216,-0.624901246692188,0,"interior","interior",2452.69249513917,0,2,1,1,TRUE,0.793163200707728,0.589245257232538,TRUE,74,0.546000000000049,"250, 325"
0.01,4599,4,2,100083,"oracle_lambda",0.01,2461.91041955216,-0.624901246692188,0,"interior","interior",2452.69249513917,0,2,1,1,TRUE,0.793163200707728,0.589245257232538,TRUE,74,0.546000000000049,"250, 325"
0.01,4599,4,3,100084,"joint_lambda_eta0",0.01,3033.86774817836,-0.416000598502951,0,"interior","interior",2458.68606034035,0,2,1,1,TRUE,0.966257234231809,0.936321113089106,TRUE,52,0.465999999999894,"98, 123"
0.01,4599,4,3,100084,"oracle_lambda",0.01,3033.86774817836,-0.416000598502951,0,"interior","interior",2458.68606034035,0,2,1,1,TRUE,0.966257234231809,0.936321113089106,TRUE,52,0.465999999999894,"98, 123"
0.01,4599,4,4,100085,"joint_lambda_eta0",0.01,20000,1.4698933849962,0,"upper","interior",2479.54406851243,0,2,1,1,TRUE,0.231447995787237,0.0592298366964421,TRUE,38,0.671000000000049,"111, 480"
0.01,4599,4,4,100085,"oracle_lambda",0.01,20000,1.4698933849962,0,"upper","interior",2479.54406851243,0,2,1,1,TRUE,0.231447995787237,0.0592298366964421,TRUE,38,0.671000000000049,"111, 480"
0.01,4599,4,5,100086,"joint_lambda_eta0",0.01,5767.59579557879,0.226416431919903,0,"interior","interior",2467.21258600049,0,2,1,1,TRUE,0.777854514749575,0.561829043845656,TRUE,41,0.381000000000085,"23, 145"
0.01,4599,4,5,100086,"oracle_lambda",0.01,5767.59579557879,0.226416431919903,0,"interior","interior",2467.21258600049,0,2,1,1,TRUE,0.777854514749575,0.561829043845656,TRUE,41,0.381000000000085,"23, 145"
0.01,10000,4,1,100087,"joint_lambda_eta0",0.015,20000,0.693147180559944,0.405465108108164,"upper","interior",2426.1519594551,2.88345627558556,2,1,1,TRUE,0.999450517913641,0.998901035827283,TRUE,39,0.7349999999999,"237, 405"
0.01,10000,4,1,100087,"oracle_lambda",0.01,1075.0429772759,-2.23022445335225,0,"interior","interior",2423.26850317952,0,2,1,1,TRUE,0.997692091036685,0.99538418207337,TRUE,67,0.316000000000031,"237, 405"
0.01,10000,4,2,100088,"joint_lambda_eta0",0.01,4128.02438622197,-0.884786157317222,0,"interior","interior",2461.7247593392,0,2,1,1,TRUE,0.807822746742857,0.61876167930414,TRUE,54,0.500999999999976,"128, 465"
0.01,10000,4,2,100088,"oracle_lambda",0.01,4128.02438622197,-0.884786157317222,0,"interior","interior",2461.7247593392,0,2,1,1,TRUE,0.807822746742857,0.61876167930414,TRUE,54,0.500999999999976,"128, 465"
0.01,10000,4,3,100089,"joint_lambda_eta0",0.01,8679.66883163659,-0.141601718086893,0,"interior","interior",2470.3342548799,0,2,1,1,TRUE,0.922721306650752,0.854040371239015,TRUE,24,0.230999999999995,"32, 336"
0.01,10000,4,3,100089,"oracle_lambda",0.01,8679.66883163659,-0.141601718086893,0,"interior","interior",2470.3342548799,0,2,1,1,TRUE,0.922721306650752,0.854040371239015,TRUE,24,0.230999999999995,"32, 336"
0.01,10000,4,4,100090,"joint_lambda_eta0",0.01,5968.64387683594,-0.516065347702325,0,"interior","interior",2466.26761931146,0,2,1,1,TRUE,0.99999870144412,0.999997404535675,TRUE,69,0.65099999999984,"33, 422"
0.01,10000,4,4,100090,"oracle_lambda",0.01,5968.64387683594,-0.516065347702325,0,"interior","interior",2466.26761931146,0,2,1,1,TRUE,0.99999870144412,0.999997404535675,TRUE,69,0.65099999999984,"33, 422"
0.01,10000,4,5,100091,"joint_lambda_eta0",0.008,1556.72467210205,-1.86000104808326,-0.223143551314211,"interior","interior",2481.50668509846,0.631387793444446,2,1,1,TRUE,0.87274990521375,0.74551218850496,TRUE,75,0.355000000000018,"37, 210"
0.01,10000,4,5,100091,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2480.87529730502,0,2,1,1,TRUE,0.889998232112697,0.780000296937493,TRUE,74,1.44499999999994,"37, 210"
0.01,20,5,1,100092,"joint_lambda_eta0",0.015,19.2694506445271,-0.0372112998616876,0.405465108108164,"interior","interior",1969.47964115099,0.0467906542216951,1,1,0.5,FALSE,0.0881424682734046,0.00838000977015751,TRUE,76,899.712,"4, 190"
0.01,20,5,1,100092,"oracle_lambda",0.01,14.7394116530972,-0.305207302576043,0,"interior","interior",1969.43285049677,0,1,1,0.5,FALSE,0.0817950455014085,0.00813880982295123,TRUE,85,0.447000000000116,"4, 190"
0.01,20,5,2,100093,"joint_lambda_eta0",0.015,15.225849182377,-0.272737685987842,0.405465108108164,"interior","interior",1834.04739046088,2.8654948894291,1,1,0.5,FALSE,0.227049760463766,0.00811443791389121,TRUE,84,0.41399999999976,"62, 283"
0.01,20,5,2,100093,"oracle_lambda",0.01,11.8237012681448,-0.525626174540041,0,"interior","interior",1831.18189557145,0,1,1,0.5,FALSE,0.215222157889325,0.0080155226295594,TRUE,113,947.594999999999,"62, 283"
0.01,20,5,3,100094,"joint_lambda_eta0",0.01,2,-2.30258509299405,0,"lower","interior",1756.4278720909,0,0,0,0,FALSE,0.0229053041553407,0.0213428073723264,TRUE,121,0.623999999999796,"11, 396"
0.01,20,5,3,100094,"oracle_lambda",0.01,2,-2.30258509299405,0,"lower","interior",1756.4278720909,0,0,0,0,FALSE,0.0229053041553407,0.0213428073723264,TRUE,121,0.623999999999796,"11, 396"
0.01,20,5,4,100095,"joint_lambda_eta0",0.015,2,-2.30258509299405,0.405465108108164,"lower","interior",1644.80436340656,3.60715929331377,0,0,0,FALSE,0.0149362026323093,0.00931165939827894,TRUE,120,0.86200000000008,"188, 443"
0.01,20,5,4,100095,"oracle_lambda",0.01,2,-2.30258509299405,0,"lower","interior",1641.19720411324,0,0,0,0,FALSE,0.0149318315406792,0.00931301081503599,TRUE,120,0.847999999999956,"188, 443"
0.01,20,5,5,100096,"joint_lambda_eta0",0.02,15.9317423232962,-0.227418781896879,0.693147180559945,"interior","interior",1789.13639883321,9.47323022647902,0,0,0,FALSE,0.46097363696375,0.00807559700607918,TRUE,104,0.656999999999243,"344, 442"
0.01,20,5,5,100096,"oracle_lambda",0.01,2.29114645659286,-2.16667994519752,0,"interior","interior",1779.66316860673,0,0,0,0,FALSE,0.0258620203221194,0.0207883490201221,TRUE,121,0.868999999999687,"344, 442"
0.01,43,5,1,100097,"joint_lambda_eta0",0.01,13.0316483455582,-1.19381922867761,0,"interior","interior",1931.91220025077,0,0,0,0,FALSE,0.159435724977341,0.0183659603492644,TRUE,98,0.497999999999593,"34, 225"
0.01,43,5,1,100097,"oracle_lambda",0.01,13.0316483455582,-1.19381922867761,0,"interior","interior",1931.91220025077,0,0,0,0,FALSE,0.159435724977341,0.0183659603492644,TRUE,98,0.497999999999593,"34, 225"
0.01,43,5,2,100098,"joint_lambda_eta0",0.015,34.3723114244369,-0.223948775872922,0.405465108108164,"interior","interior",1997.75190120291,2.8205524879188,1,1,0.5,FALSE,0.297659779315362,0.00848899110285273,TRUE,43,0.229999999999563,"253, 297"
0.01,43,5,2,100098,"oracle_lambda",0.01,25.8759033609474,-0.507887952217076,0,"interior","interior",1994.93134871499,0,1,1,0.5,FALSE,0.282058019126196,0.00810102586022032,TRUE,67,0.34099999999853,"253, 297"
0.01,43,5,3,100099,"joint_lambda_eta0",0.01,32.1610164527064,-0.290445065765767,0,"interior","interior",2010.54016642634,0,1,1,0.5,FALSE,0.504749332933116,0.00949866609971006,TRUE,54,0.251000000000204,"287, 378"
0.01,43,5,3,100099,"oracle_lambda",0.01,32.1610164527064,-0.290445065765767,0,"interior","interior",2010.54016642634,0,1,1,0.5,FALSE,0.504749332933116,0.00949866609971006,TRUE,54,0.251000000000204,"287, 378"
0.01,43,5,4,100100,"joint_lambda_eta0",0.015,28.7056862343138,-0.404104885921333,0.405465108108164,"interior","interior",1964.95738499513,1.30904243421674,0,0,0,FALSE,0.246692384362531,0.00856535558861438,TRUE,61,0.274999999999636,"428, 432"
0.01,43,5,4,100100,"oracle_lambda",0.01,22.1336515823141,-0.664100969263647,0,"interior","interior",1963.64834256091,0,0,0,0,FALSE,0.239161455219972,0.00821211319322412,TRUE,74,0.32300000000032,"428, 432"
0.01,43,5,5,100101,"joint_lambda_eta0",0.015,24.8865000194815,-0.546874627141365,0.405465108108164,"interior","interior",1937.66666209192,0.724321955837695,1,1,0.5,FALSE,0.329220740414312,0.00827304150348251,TRUE,69,0.305000000000291,"3, 218"
0.01,43,5,5,100101,"oracle_lambda",0.01,19.339683685903,-0.799040981236345,0,"interior","interior",1936.94234013609,0,1,1,0.5,FALSE,0.313647807354922,0.0081154458750462,TRUE,79,0.34099999999853,"3, 218"
0.01,95,5,1,100102,"joint_lambda_eta0",0.01,69.5143347083083,-0.312343905501587,0,"interior","interior",2159.72617635041,0,1,1,0.5,FALSE,0.0732667348536518,0.0156242070348815,TRUE,67,0.301000000001295,"142, 214"
0.01,95,5,1,100102,"oracle_lambda",0.01,69.5143347083083,-0.312343905501587,0,"interior","interior",2159.72617635041,0,1,1,0.5,FALSE,0.0732667348536518,0.0156242070348815,TRUE,67,0.301000000001295,"142, 214"
0.01,95,5,2,100103,"joint_lambda_eta0",0.01,86.3460852865654,-0.0955134234545802,0,"interior","interior",2194.24987903642,0,1,1,0.5,FALSE,0.463721577077596,0.0105298205547348,TRUE,40,0.132999999999811,"228, 326"
0.01,95,5,2,100103,"oracle_lambda",0.01,86.3460852865654,-0.0955134234545802,0,"interior","interior",2194.24987903642,0,1,1,0.5,FALSE,0.463721577077596,0.0105298205547348,TRUE,40,0.132999999999811,"228, 326"
